Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0000347	NC_089041.1.g25628, NC_089041.1.g25639, NC_089041.1.g25644, NC_089041.1.g25648	NC_089041.1.g25460, NC_089041.1.g25471, NC_089041.1.g25476, NC_089041.1.g25480	NC_089041.1.g25473, NC_089041.1.g25484, NC_089041.1.g25488, NC_089041.1.g25492		NC_089041.1.g25581, NC_089041.1.g25591, NC_089041.1.g25594, NC_089041.1.g25597	NC_089041.1.g25796, NC_089041.1.g25807, NC_089041.1.g25811, NC_089041.1.g25815		NC_089041.1.g25504, NC_089041.1.g25505, NC_089041.1.g25516, NC_089041.1.g25520, NC_089041.1.g25524	5	1	
OG0000352			NC_089037.1.g9901, NC_089040.1.g21825, NC_089044.1.g32149, NC_089045.1.g34340, NC_089045.1.g34927	NC_089037.1.g9861, NC_089040.1.g21716, NC_089044.1.g31903, NC_089045.1.g34119, NC_089045.1.g34707	NC_089037.1.g9915, NC_089040.1.g21896, NC_089044.1.g32304, NC_089045.1.g34579, NC_089045.1.g35150	NC_089037.1.g10033, NC_089040.1.g22098, NC_089044.1.g32613, NC_089045.1.g34904, NC_089045.1.g35474		NC_089037.1.g9938, NC_089040.1.g21840, NC_089044.1.g32286, NC_089045.1.g34548, NC_089045.1.g35136	5	0	
OG0000368	NC_089035.1.g2479, NC_089036.1.g6494, NC_089036.1.g8680, NC_089045.1.g36640, NC_089046.1.g39211			NC_089035.1.g2428, NC_089036.1.g6427, NC_089036.1.g8597, NC_089044.1.g32082, NC_089045.1.g36162, NC_089046.1.g38664	NC_089035.1.g2432, NC_089036.1.g6478, NC_089036.1.g8646, NC_089041.1.g24602, NC_089045.1.g36677, NC_089046.1.g39262	NC_089035.1.g2485	NC_089035.1.g2439, NC_089036.1.g6446, NC_089036.1.g8653, NC_089041.1.g24459, NC_089045.1.g36383, NC_089046.1.g38933		4	1	
OG0000396	NC_089036.1.g6395, NC_089037.1.g10315, NC_089039.1.g17901, NC_089039.1.g18355, NC_089039.1.g20127	NC_089037.1.g10288, NC_089039.1.g18195		NC_089036.1.g6330, NC_089037.1.g10236, NC_089039.1.g17756, NC_089039.1.g18198, NC_089039.1.g18571, NC_089040.1.g22999	NC_089036.1.g6377, NC_089037.1.g10295, NC_089039.1.g18307, NC_089039.1.g18687	NC_089037.1.g10417, NC_089039.1.g18506, NC_089039.1.g20301		NC_089036.1.g6396, NC_089037.1.g10327, NC_089039.1.g17856, NC_089039.1.g18307	5	1	
OG0000428	NC_089037.1.g10563, NC_089040.1.g21531, NC_089042.1.g29262, NC_089044.1.g32790		NC_089037.1.g10524, NC_089040.1.g21424, NC_089042.1.g29109, NC_089044.1.g32611	NC_089037.1.g10480, NC_089040.1.g21333, NC_089042.1.g28831, NC_089044.1.g32351	NC_089037.1.g10539, NC_089040.1.g21493, NC_089042.1.g29203, NC_089044.1.g32796	NC_089037.1.g10658, NC_089040.1.g21690, NC_089042.1.g29451, NC_089044.1.g33099		NC_089037.1.g10578, NC_089040.1.g21438, NC_089042.1.g29173, NC_089044.1.g32750	5	1	
OG0000519	NC_089036.1.g6969, NC_089037.1.g9961, NC_089038.1.g14815, NC_089040.1.g22740, NC_089041.1.g26284, NC_089042.1.g29166, NC_089043.1.g31145, NC_089045.1.g36174	NC_089037.1.g11534, NC_089039.1.g18934, NC_089040.1.g22561, NC_089041.1.g26127, NC_089043.1.g30984, NC_089045.1.g36023				NC_089036.1.g7044, NC_089037.1.g10058, NC_089038.1.g14938, NC_089039.1.g19258, NC_089040.1.g22903, NC_089041.1.g26446, NC_089042.1.g29344, NC_089043.1.g31407, NC_089045.1.g36538			2	1	
OG0000525	NC_089037.1.g13379, NC_089037.1.g13381, NC_089037.1.g13382, NC_089037.1.g13386, NC_089037.1.g13387		NC_089037.1.g13336	NC_089037.1.g13270, NC_089037.1.g13271, NC_089037.1.g13272, NC_089037.1.g13273, NC_089037.1.g13277, NC_089037.1.g13278		NC_089037.1.g13482, NC_089037.1.g13484, NC_089037.1.g13485, NC_089037.1.g13489, NC_089037.1.g13490	NC_089037.1.g13318, NC_089037.1.g13320, NC_089037.1.g13321, NC_089037.1.g13326, NC_089037.1.g13327	NC_089037.1.g13377	5	1	
OG0000544			NC_089035.1.g3252, NC_089036.1.g8749, NC_089037.1.g10666, NC_089038.1.g14801, NC_089038.1.g16684		NC_089035.1.g3246, NC_089036.1.g8756, NC_089037.1.g10678, NC_089038.1.g16715	NC_089035.1.g3283, NC_089036.1.g8873, NC_089037.1.g10800, NC_089038.1.g16909	NC_089035.1.g3235, NC_089036.1.g8763, NC_089037.1.g10680, NC_089037.1.g13342, NC_089038.1.g14806, NC_089038.1.g16706	NC_089035.1.g3226, NC_089036.1.g8782, NC_089037.1.g10718, NC_089038.1.g16722	5	0	
OG0000549	NC_089035.1.g1460, NC_089039.1.g20233, NC_089039.1.g20235, NC_089039.1.g20236, NC_089039.1.g20237	NC_089035.1.g1458, NC_089039.1.g20084, NC_089039.1.g20086, NC_089039.1.g20087, NC_089039.1.g20088	NC_089035.1.g1423, NC_089039.1.g20127, NC_089039.1.g20137, NC_089039.1.g20139, NC_089039.1.g20140, NC_089039.1.g20141, NC_089046.1.g38269		NC_089035.1.g1435, NC_089039.1.g20194, NC_089039.1.g20196, NC_089039.1.g20197, NC_089039.1.g20198				3	1	
OG0000553	NC_089035.1.g3590, NC_089035.1.g4587, NC_089036.1.g8789, NC_089039.1.g19016, NC_089040.1.g23652, NC_089040.1.g23860, NC_089041.1.g24826, NC_089046.1.g38474	NC_089035.1.g3580, NC_089035.1.g4577, NC_089039.1.g18849, NC_089040.1.g23489, NC_089040.1.g23691, NC_089041.1.g24652, NC_089046.1.g38324	NC_089035.1.g3579, NC_089035.1.g4588, NC_089036.1.g8751, NC_089039.1.g18906, NC_089040.1.g23530, NC_089041.1.g24678, NC_089046.1.g38232						2	1	
OG0000555	NC_089035.1.g4839, NC_089036.1.g6775, NC_089036.1.g7130, NC_089036.1.g7189, NC_089037.1.g10735, NC_089037.1.g11113, NC_089038.1.g14676, NC_089039.1.g18791, NC_089039.1.g19150, NC_089039.1.g19162, NC_089039.1.g20025, NC_089040.1.g21792, NC_089041.1.g24041, NC_089041.1.g25382, NC_089041.1.g25778, NC_089042.1.g29173, NC_089044.1.g33544, NC_089045.1.g35501, NC_089046.1.g37861, NC_089046.1.g37900			NC_089036.1.g6702		NC_089038.1.g14794			2	1	
OG0000567	NC_089037.1.g10715, NC_089040.1.g23641, NC_089044.1.g33232, NC_089044.1.g33602	NC_089039.1.g17815, NC_089044.1.g33125, NC_089044.1.g33129		NC_089037.1.g10634, NC_089040.1.g23348		NC_089037.1.g10810, NC_089040.1.g23824, NC_089044.1.g33558	NC_089036.1.g7330, NC_089037.1.g10691, NC_089040.1.g23491, NC_089042.1.g28652, NC_089044.1.g33005	NC_089037.1.g10728, NC_089037.1.g12019, NC_089044.1.g33211, NC_089044.1.g33215, NC_089044.1.g33594	5	1	
OG0000574	NC_089038.1.g15022, NC_089038.1.g15026, NC_089038.1.g15029	NC_089038.1.g14920, NC_089038.1.g14923, NC_089038.1.g14927, NC_089046.1.g37337		NC_089038.1.g14886, NC_089038.1.g14892, NC_089038.1.g14897		NC_089038.1.g15137, NC_089038.1.g15141, NC_089038.1.g15145	NC_089036.1.g6076, NC_089038.1.g14956, NC_089038.1.g14962, NC_089038.1.g14967, NC_089046.1.g37238	NC_089038.1.g15016, NC_089038.1.g15020, NC_089038.1.g15024, NC_089046.1.g37445	5	1	
OG0000580	NC_089040.1.g23924, NC_089040.1.g23929, NC_089040.1.g23932, NC_089040.1.g23941, NC_089040.1.g23943, NC_089040.1.g23945, NC_089040.1.g23951	NC_089040.1.g23756, NC_089040.1.g23760, NC_089040.1.g23763, NC_089040.1.g23772, NC_089040.1.g23774, NC_089040.1.g23776, NC_089040.1.g23782, NC_089044.1.g33469		NC_089040.1.g23622, NC_089040.1.g23626, NC_089040.1.g23629, NC_089040.1.g23637, NC_089040.1.g23639, NC_089040.1.g23641, NC_089040.1.g23646					2	1	
OG0000589			NC_089038.1.g14282, NC_089038.1.g16136, NC_089038.1.g17096, NC_089043.1.g31450		NC_089038.1.g14285, NC_089038.1.g16183, NC_089038.1.g16645, NC_089038.1.g17122, NC_089043.1.g31581, NC_089046.1.g37420	NC_089038.1.g14453, NC_089038.1.g16363, NC_089038.1.g17317, NC_089046.1.g37767	NC_089038.1.g16186, NC_089038.1.g17109, NC_089040.1.g22515	NC_089038.1.g14342, NC_089038.1.g16189, NC_089038.1.g16651, NC_089038.1.g17133, NC_089043.1.g31562	5	0	
OG0000590			NC_089046.1.g38446				NC_089035.1.g245, NC_089036.1.g5688, NC_089036.1.g5689, NC_089036.1.g6422, NC_089036.1.g6509, NC_089039.1.g20073, NC_089040.1.g21827, NC_089040.1.g21892, NC_089040.1.g21928, NC_089040.1.g21961, NC_089040.1.g22239, NC_089040.1.g22348, NC_089041.1.g25526, NC_089043.1.g29856, NC_089043.1.g31033, NC_089044.1.g33039, NC_089045.1.g36130, NC_089045.1.g36249, NC_089046.1.g38013, NC_089046.1.g38394	NC_089036.1.g5723	3	0	
OG0000605	NC_089036.1.g6894, NC_089040.1.g20991, NC_089040.1.g20994, NC_089043.1.g31898	NC_089036.1.g6861, NC_089040.1.g20842, NC_089040.1.g20845, NC_089043.1.g31725		NC_089036.1.g6818, NC_089040.1.g20815, NC_089040.1.g20818, NC_089043.1.g31457	NC_089036.1.g6877, NC_089040.1.g20963, NC_089040.1.g20966, NC_089043.1.g31844		NC_089036.1.g6839, NC_089040.1.g20880, NC_089040.1.g20883, NC_089043.1.g31648	NC_089043.1.g31823	5	1	
OG0000610	NC_089038.1.g14539, NC_089038.1.g14554, NC_089038.1.g14564	NC_089038.1.g14437, NC_089038.1.g14458, NC_089038.1.g14470, NC_089040.1.g22826	NC_089038.1.g14470, NC_089038.1.g14486	NC_089038.1.g14402, NC_089038.1.g14417, NC_089038.1.g14428, NC_089040.1.g22701	NC_089038.1.g14474, NC_089038.1.g14492, NC_089038.1.g14501, NC_089040.1.g22954	NC_089038.1.g14639, NC_089038.1.g14661, NC_089038.1.g14672, NC_089040.1.g23168			5	1	
OG0000618	NC_089040.1.g22048, NC_089040.1.g22049, NC_089040.1.g22050, NC_089040.1.g22052	NC_089040.1.g21880, NC_089040.1.g21881, NC_089040.1.g21884	NC_089040.1.g21937, NC_089040.1.g21938, NC_089040.1.g21939, NC_089040.1.g21941	NC_089040.1.g21810, NC_089040.1.g21811, NC_089040.1.g21813	NC_089040.1.g22010, NC_089040.1.g22013		NC_089040.1.g21905, NC_089040.1.g21906, NC_089040.1.g21907, NC_089040.1.g21909, NC_089040.1.g21910		5	1	
OG0000632		NC_089036.1.g6272, NC_089036.1.g6617, NC_089036.1.g6879, NC_089036.1.g7778, NC_089042.1.g27779, NC_089044.1.g33037, NC_089045.1.g35616, NC_089046.1.g38111					NC_089036.1.g6242, NC_089036.1.g6599, NC_089036.1.g6857, NC_089042.1.g27771, NC_089044.1.g32910, NC_089045.1.g35526, NC_089046.1.g38004	NC_089036.1.g6649, NC_089036.1.g6915, NC_089042.1.g27854, NC_089044.1.g33118, NC_089045.1.g35760, NC_089046.1.g38211	3	0	
OG0000636				NC_089035.1.g2255, NC_089036.1.g7168, NC_089037.1.g10306, NC_089038.1.g14101, NC_089039.1.g19569, NC_089040.1.g22979, NC_089040.1.g22987		NC_089035.1.g2301, NC_089036.1.g7323, NC_089037.1.g10489, NC_089038.1.g14315, NC_089039.1.g19913, NC_089040.1.g23455, NC_089040.1.g23464	NC_089035.1.g2248, NC_089036.1.g7203, NC_089037.1.g10369, NC_089038.1.g14150, NC_089039.1.g19657, NC_089040.1.g23119, NC_089040.1.g23127		3	0	
OG0000643	NC_089035.1.g2217, NC_089037.1.g12829, NC_089037.1.g13832, NC_089045.1.g35976, NC_089046.1.g37488, NC_089046.1.g37947, NC_089046.1.g38068, NC_089046.1.g38282	NC_089045.1.g35823	NC_089037.1.g13784, NC_089045.1.g35749, NC_089046.1.g37246, NC_089046.1.g37719, NC_089046.1.g37838, NC_089046.1.g38048			NC_089037.1.g12918, NC_089037.1.g13937, NC_089045.1.g36339		NC_089037.1.g13830, NC_089045.1.g35961	4	1	
OG0000652	NC_089037.1.g9524, NC_089039.1.g18131, NC_089040.1.g22954, NC_089045.1.g35238	NC_089037.1.g9496, NC_089039.1.g17970, NC_089040.1.g22788, NC_089045.1.g35089		NC_089037.1.g9449, NC_089039.1.g17981, NC_089040.1.g22662, NC_089045.1.g34792	NC_089037.1.g9491, NC_089039.1.g18077, NC_089040.1.g22912, NC_089045.1.g35245			NC_089037.1.g9511, NC_089039.1.g18079, NC_089040.1.g22837, NC_089045.1.g35225	4	1	
OG0000655	NC_089037.1.g11649, NC_089042.1.g29083, NC_089046.1.g39039	NC_089037.1.g11607, NC_089042.1.g28914, NC_089046.1.g38907		NC_089037.1.g11549, NC_089042.1.g28654, NC_089046.1.g38503		NC_089037.1.g11734, NC_089041.1.g25152, NC_089041.1.g25161, NC_089042.1.g28974, NC_089042.1.g29261, NC_089046.1.g39455	NC_089041.1.g24816	NC_089037.1.g11666, NC_089041.1.g24868, NC_089042.1.g28997, NC_089046.1.g38988	5	1	
OG0000676	NC_089043.1.g31991, NC_089043.1.g31992, NC_089043.1.g31994, NC_089043.1.g31997			NC_089043.1.g31556, NC_089043.1.g31557, NC_089043.1.g31559, NC_089043.1.g31562	NC_089043.1.g31946, NC_089043.1.g31947, NC_089043.1.g31949, NC_089043.1.g31952	NC_089043.1.g32265, NC_089043.1.g32266, NC_089043.1.g32268, NC_089043.1.g32271		NC_089043.1.g31926, NC_089043.1.g31927, NC_089043.1.g31929, NC_089043.1.g31932	4	1	
OG0000684	NC_089046.1.g38695, NC_089046.1.g38698, NC_089046.1.g38701, NC_089046.1.g38704		NC_089046.1.g38460, NC_089046.1.g38463, NC_089046.1.g38466	NC_089046.1.g38157, NC_089046.1.g38160, NC_089046.1.g38163, NC_089046.1.g38166		NC_089046.1.g39090, NC_089046.1.g39094, NC_089046.1.g39097, NC_089046.1.g39100	NC_089046.1.g38406, NC_089046.1.g38409, NC_089046.1.g38412	NC_089046.1.g38632, NC_089046.1.g38635	5	1	
OG0000686		NC_089035.1.g4626		NC_089038.1.g15381		NC_089035.1.g4674, NC_089038.1.g14163, NC_089038.1.g14405, NC_089038.1.g15234, NC_089038.1.g15630, NC_089038.1.g15631, NC_089038.1.g15632, NC_089038.1.g15635, NC_089038.1.g15636, NC_089038.1.g16268, NC_089039.1.g18172, NC_089039.1.g18189, NC_089039.1.g18191, NC_089041.1.g24786, NC_089044.1.g33278, NC_089044.1.g33281, NC_089045.1.g35563, NC_089045.1.g35564			3	0	
OG0000688		NC_089038.1.g14890, NC_089045.1.g36065	NC_089036.1.g6880, NC_089044.1.g33774	NC_089046.1.g38367			NC_089035.1.g1046, NC_089036.1.g6849, NC_089036.1.g6973, NC_089036.1.g7999, NC_089038.1.g14637, NC_089038.1.g14785, NC_089038.1.g14923, NC_089038.1.g16531, NC_089041.1.g25667, NC_089042.1.g27691, NC_089042.1.g28570, NC_089043.1.g30283, NC_089044.1.g33772, NC_089044.1.g34029, NC_089045.1.g35950		4	0	
OG0000689		NC_089042.1.g27170, NC_089042.1.g27182		NC_089042.1.g26980	NC_089042.1.g27277	NC_089042.1.g27529, NC_089042.1.g27532, NC_089042.1.g27535, NC_089042.1.g27538, NC_089042.1.g27540		NC_089042.1.g27226, NC_089042.1.g27227, NC_089042.1.g27228, NC_089042.1.g27231, NC_089042.1.g27234, NC_089042.1.g27235, NC_089042.1.g27236, NC_089042.1.g27237, NC_089042.1.g27238, NC_089042.1.g27241, NC_089042.1.g27243	5	0	
OG0000691			NC_089036.1.g6579, NC_089040.1.g22543	NC_089035.1.g1956, NC_089035.1.g1957, NC_089035.1.g2187, NC_089036.1.g6516, NC_089037.1.g11204, NC_089037.1.g11792, NC_089038.1.g14180, NC_089039.1.g17930, NC_089039.1.g18393, NC_089040.1.g22379, NC_089042.1.g26989, NC_089044.1.g32368, NC_089044.1.g32369, NC_089045.1.g34615, NC_089045.1.g35326	NC_089045.1.g35728		NC_089045.1.g35540	NC_089043.1.g30371	5	0	
OG0000692			NC_089036.1.g7518, NC_089037.1.g10133, NC_089038.1.g14912, NC_089039.1.g17843, NC_089040.1.g21148, NC_089041.1.g26021, NC_089042.1.g27187, NC_089042.1.g27714, NC_089042.1.g28220, NC_089042.1.g28599, NC_089043.1.g29932, NC_089043.1.g30283, NC_089044.1.g32461, NC_089045.1.g36175, NC_089046.1.g38012, NC_089046.1.g39438	NC_089036.1.g6442			NC_089038.1.g15450, NC_089041.1.g25985, NC_089044.1.g32404		3	0	
OG0000693				NC_089041.1.g24079, NC_089041.1.g24084, NC_089041.1.g24089, NC_089041.1.g24094	NC_089041.1.g24347, NC_089041.1.g24351, NC_089041.1.g24356, NC_089041.1.g24361	NC_089041.1.g24550, NC_089041.1.g24556, NC_089041.1.g24562, NC_089041.1.g24567	NC_089041.1.g24203, NC_089041.1.g24207, NC_089041.1.g24212, NC_089041.1.g24217	NC_089041.1.g24258, NC_089041.1.g24262, NC_089041.1.g24266, NC_089041.1.g24270	5	0	
OG0000694					NC_089038.1.g14401, NC_089040.1.g21901, NC_089041.1.g25879, NC_089043.1.g30589, NC_089045.1.g37204, NC_089046.1.g38096, NC_089046.1.g38848		NC_089038.1.g14405, NC_089041.1.g25725, NC_089043.1.g30399, NC_089045.1.g36946, NC_089046.1.g37807, NC_089046.1.g38520, NC_089046.1.g38538	NC_089038.1.g14462, NC_089040.1.g21845, NC_089042.1.g28891, NC_089045.1.g37139, NC_089046.1.g38014, NC_089046.1.g38762	3	0	
OG0000701	NC_089036.1.g7337, NC_089038.1.g15164, NC_089044.1.g33053		NC_089036.1.g7296, NC_089038.1.g15073, NC_089044.1.g32884, NC_089045.1.g34452	NC_089036.1.g7250, NC_089038.1.g15025, NC_089044.1.g32628	NC_089036.1.g7317, NC_089038.1.g15104, NC_089044.1.g33067, NC_089045.1.g34689	NC_089044.1.g33374	NC_089036.1.g7293, NC_089038.1.g15106, NC_089044.1.g32814, NC_089045.1.g34446		5	1	
OG0000702	NC_089037.1.g12594, NC_089046.1.g39043, NC_089046.1.g39044, NC_089046.1.g39048				NC_089037.1.g12555, NC_089046.1.g39096, NC_089046.1.g39098, NC_089046.1.g39101	NC_089037.1.g10864, NC_089037.1.g12685, NC_089040.1.g22443, NC_089046.1.g39459, NC_089046.1.g39462	NC_089046.1.g38766, NC_089046.1.g38769	NC_089037.1.g12597, NC_089046.1.g38990, NC_089046.1.g38992, NC_089046.1.g38995	4	1	
OG0000704	NC_089037.1.g13933, NC_089037.1.g13936, NC_089037.1.g13939			NC_089037.1.g13817, NC_089037.1.g13820, NC_089037.1.g13822	NC_089037.1.g13876, NC_089037.1.g13879, NC_089037.1.g13881	NC_089037.1.g14038, NC_089037.1.g14041, NC_089037.1.g14043	NC_089037.1.g13873, NC_089037.1.g13876, NC_089037.1.g13878, NC_089037.1.g13880	NC_089037.1.g13930, NC_089037.1.g13933, NC_089037.1.g13935	5	1	
OG0000706	NC_089038.1.g14511, NC_089045.1.g36429	NC_089038.1.g14410	NC_089044.1.g32394	NC_089035.1.g4862, NC_089038.1.g14376, NC_089038.1.g14563, NC_089044.1.g32131, NC_089045.1.g35973		NC_089035.1.g4982, NC_089038.1.g14611, NC_089038.1.g14810, NC_089044.1.g32858, NC_089044.1.g33180, NC_089044.1.g33940, NC_089045.1.g36801	NC_089038.1.g14445, NC_089038.1.g14629, NC_089045.1.g36172		5	1	
OG0000721	NC_089045.1.g36452, NC_089045.1.g36454	NC_089041.1.g24530, NC_089045.1.g36309		NC_089045.1.g35993		NC_089035.1.g2052, NC_089035.1.g2126, NC_089035.1.g4805, NC_089035.1.g5107, NC_089037.1.g13719, NC_089038.1.g17000, NC_089041.1.g24861, NC_089045.1.g36441, NC_089045.1.g36821, NC_089045.1.g36822	NC_089045.1.g36193	NC_089038.1.g16816, NC_089042.1.g28957, NC_089045.1.g36063	5	1	
OG0000722	NC_089046.1.g38559		NC_089035.1.g2321, NC_089036.1.g9049, NC_089037.1.g13033, NC_089038.1.g14111, NC_089038.1.g14395, NC_089038.1.g17159, NC_089039.1.g18678, NC_089039.1.g18710, NC_089040.1.g20754, NC_089042.1.g27116, NC_089042.1.g28521, NC_089045.1.g35713, NC_089046.1.g38311, NC_089046.1.g38549	NC_089046.1.g38012	NC_089046.1.g38599	NC_089045.1.g36301	NC_089046.1.g38268		5	1	
OG0000724		NC_089039.1.g18161, NC_089039.1.g18162, NC_089039.1.g18163, NC_089044.1.g32411, NC_089044.1.g32461, NC_089044.1.g32462, NC_089044.1.g32502, NC_089044.1.g32504, NC_089044.1.g32551			NC_089039.1.g18270, NC_089039.1.g18271, NC_089039.1.g18272, NC_089039.1.g18273, NC_089044.1.g32537, NC_089044.1.g32587, NC_089044.1.g32588, NC_089044.1.g32624, NC_089044.1.g32626, NC_089044.1.g32675				2	0	
OG0000725				NC_089035.1.g470, NC_089035.1.g471, NC_089035.1.g472, NC_089035.1.g473, NC_089035.1.g474, NC_089035.1.g475, NC_089035.1.g476, NC_089035.1.g477, NC_089035.1.g478		NC_089035.1.g481, NC_089035.1.g482, NC_089035.1.g483, NC_089035.1.g484, NC_089035.1.g485, NC_089035.1.g487, NC_089035.1.g488, NC_089035.1.g489, NC_089035.1.g490, NC_089035.1.g491			2	0	
OG0000738	NC_089036.1.g6687, NC_089036.1.g6694, NC_089042.1.g29701	NC_089036.1.g6656, NC_089036.1.g6662, NC_089042.1.g29549	NC_089036.1.g6669, NC_089036.1.g6675, NC_089042.1.g29573		NC_089036.1.g6669, NC_089036.1.g6675, NC_089042.1.g29659	NC_089036.1.g6769, NC_089036.1.g6776, NC_089042.1.g29915		NC_089036.1.g6691, NC_089036.1.g6697, NC_089042.1.g29629	5	1	
OG0000759	NC_089041.1.g24201, NC_089041.1.g24207, NC_089041.1.g24212	NC_089041.1.g24032, NC_089041.1.g24038, NC_089041.1.g24043	NC_089041.1.g24070, NC_089041.1.g24075, NC_089041.1.g24079		NC_089041.1.g24148, NC_089041.1.g24154, NC_089041.1.g24159		NC_089041.1.g24023, NC_089041.1.g24029, NC_089041.1.g24034	NC_089041.1.g24073, NC_089041.1.g24079, NC_089041.1.g24085	5	1	
OG0000763	NC_089041.1.g25894, NC_089046.1.g39298, NC_089046.1.g39644	NC_089039.1.g18760, NC_089040.1.g22506, NC_089041.1.g25566, NC_089045.1.g35465	NC_089039.1.g17684, NC_089042.1.g27862, NC_089045.1.g35253		NC_089040.1.g22638, NC_089042.1.g28628		NC_089037.1.g11565, NC_089037.1.g12563, NC_089042.1.g27197, NC_089043.1.g30859	NC_089040.1.g22556, NC_089041.1.g24687	5	1	
OG0000779	NC_089035.1.g3438, NC_089042.1.g27920, NC_089046.1.g38968	NC_089042.1.g27756, NC_089046.1.g38832	NC_089035.1.g1657, NC_089042.1.g27777, NC_089046.1.g38739	NC_089042.1.g27575, NC_089046.1.g38430			NC_089042.1.g27748, NC_089046.1.g38694	NC_089035.1.g1647, NC_089035.1.g3408, NC_089039.1.g19016, NC_089042.1.g27828, NC_089046.1.g38917	5	1	
OG0000799	NC_089037.1.g10153, NC_089044.1.g32903, NC_089045.1.g34556	NC_089037.1.g10122, NC_089044.1.g32780, NC_089045.1.g34412	NC_089037.1.g10118, NC_089045.1.g34327		NC_089037.1.g10129, NC_089039.1.g17720, NC_089044.1.g32901	NC_089037.1.g10253, NC_089044.1.g33216, NC_089045.1.g34892		NC_089037.1.g10159, NC_089037.1.g13457, NC_089044.1.g32861	5	1	
OG0000807	NC_089038.1.g14280	NC_089038.1.g14162, NC_089038.1.g14171, NC_089038.1.g14175, NC_089038.1.g14187	NC_089038.1.g14216		NC_089038.1.g14201, NC_089038.1.g14212, NC_089038.1.g14214		NC_089038.1.g14202, NC_089038.1.g14211, NC_089038.1.g14213, NC_089038.1.g14222	NC_089038.1.g14261, NC_089038.1.g14270, NC_089038.1.g14272, NC_089038.1.g14282	5	1	
OG0000811	NC_089038.1.g17113, NC_089041.1.g25688	NC_089041.1.g25519, NC_089045.1.g36201	NC_089043.1.g30986	NC_089037.1.g13011, NC_089038.1.g16957, NC_089039.1.g19184, NC_089039.1.g19459, NC_089041.1.g23765	NC_089035.1.g1871, NC_089038.1.g15693, NC_089039.1.g19316, NC_089039.1.g19575	NC_089035.1.g5073, NC_089038.1.g17240, NC_089040.1.g22073			5	1	
OG0000814	NC_089039.1.g18895, NC_089043.1.g30059, NC_089045.1.g35346		NC_089039.1.g18776, NC_089045.1.g35117	NC_089039.1.g18717, NC_089043.1.g29630, NC_089045.1.g34907	NC_089039.1.g18838, NC_089043.1.g30004, NC_089045.1.g35363		NC_089039.1.g18817, NC_089043.1.g29830, NC_089045.1.g35124	NC_089039.1.g18839, NC_089043.1.g29993, NC_089045.1.g35340	5	1	
OG0000821	NC_089040.1.g22298, NC_089043.1.g30206, NC_089043.1.g30207	NC_089035.1.g1487, NC_089035.1.g2555, NC_089037.1.g11649, NC_089040.1.g22146, NC_089041.1.g26644	NC_089044.1.g34252	NC_089035.1.g1467, NC_089039.1.g19771	NC_089035.1.g2186, NC_089039.1.g19899			NC_089035.1.g2382, NC_089038.1.g16588, NC_089042.1.g28868, NC_089046.1.g38922	5	1	
OG0000822	NC_089040.1.g23010, NC_089041.1.g25941, NC_089045.1.g36298, NC_089046.1.g37848		NC_089044.1.g32193			NC_089040.1.g23186, NC_089041.1.g26112, NC_089045.1.g36674, NC_089046.1.g38218	NC_089040.1.g22861, NC_089041.1.g25747, NC_089045.1.g36043, NC_089046.1.g37584	NC_089040.1.g22901, NC_089041.1.g25831, NC_089045.1.g36282, NC_089046.1.g37794	4	1	
OG0000826	NC_089041.1.g24899, NC_089046.1.g38953, NC_089046.1.g39138, NC_089046.1.g39139	NC_089043.1.g30577, NC_089046.1.g38816, NC_089046.1.g38995, NC_089046.1.g38998, NC_089046.1.g38999		NC_089046.1.g38588	NC_089046.1.g39008, NC_089046.1.g39184	NC_089046.1.g39365, NC_089046.1.g39553		NC_089046.1.g39079, NC_089046.1.g39080, NC_089046.1.g39081	5	1	
OG0000841	NC_089044.1.g33569, NC_089044.1.g33572, NC_089044.1.g33573			NC_089044.1.g33146, NC_089044.1.g33150	NC_089044.1.g33593, NC_089044.1.g33596, NC_089044.1.g33597	NC_089044.1.g33907, NC_089044.1.g33910, NC_089044.1.g33911	NC_089044.1.g33347, NC_089044.1.g33350, NC_089044.1.g33351	NC_089044.1.g33561, NC_089044.1.g33564, NC_089044.1.g33565	5	1	
OG0000859	NC_089046.1.g38754, NC_089046.1.g38756, NC_089046.1.g38757		NC_089046.1.g38523, NC_089046.1.g38525, NC_089046.1.g38526	NC_089046.1.g38220, NC_089046.1.g38224, NC_089046.1.g38227	NC_089046.1.g38802, NC_089046.1.g38805	NC_089046.1.g39155, NC_089046.1.g39159, NC_089046.1.g39162	NC_089046.1.g38471, NC_089046.1.g38474, NC_089046.1.g38476		5	1	
